"schema","uuid","id","title","abstract","datasetURI","category","metadatacreationdate","date-publication","date-revision","temporal_extent_start","temporal_extent_end","keyword","geoBox","LegalConstraints","link","format","contact-pointOfContact","keyword-1","Constraints"
"iso19139","f527f6d6-7af0-4e68-828c-18d1f0ee9f5f","101882","Forest Cover Types: West Upper Peninsula, Michigan, 1939","Marks agricultural land, aspen brush, conifer swamp, mixed hardwoods and softwoods, northern hardwoods saw timber, northern hardwoods young growth, pine, urban, and water.","ec6a0dfb4ad641428bf0f4f7a9a20d71_1","dataset","2017-04-07T12:35:07","","","1939","1939","Forests###Trees###Michigan, United States","-90.5099###-87.0819###45.1926###47.5092","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/ec6a0dfb4ad641428bf0f4f7a9a20d71_1.zip###https://opengeometadata.github.io/big-ten/f5/27/f6/d67af04e68828c18d1f0ee9f5f/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/1","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","f3601a4d-eb7d-4c06-b5dd-3e77b9c502be","101884","Lake St. Clair Bathymetric Contours: Michigan, 2015","Lake St. Clair Bathymetric Contours","5bc8f5c20524471abb25484b8bbb56bc_2","dataset","2017-04-07T12:34:59","","","2015","2015","Michigan, United States###Hydrology","-82.9347###-82.3615###42.2703###42.6967","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/5bc8f5c20524471abb25484b8bbb56bc_2.zip###https://opengeometadata.github.io/big-ten/f3/60/1a/4deb7d4c06b5dd3e77b9c502be/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/elevation/MapServer/2###https://gis-michigan.opendata.arcgis.com/datasets/5bc8f5c20524471abb25484b8bbb56bc_2","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","f986089f-50c0-4133-9952-459a8aa78f73","101880","Michigan DNR Tax Reverted Lands: Michigan, 2015","The Tax Reverted DNR Parcels are linked to the LOTS database by PAR_ID. The LOTS database is updated nightly.","0346baa355f640138f4580a5aacb7d20_1","dataset","2017-04-07T12:34:28","","","2015","2015","Michigan, United States","-90.2428###-82.1675###41.7201###47.4523","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/0346baa355f640138f4580a5aacb7d20_1.zip###https://opengeometadata.github.io/big-ten/f9/86/08/9f50c041339952459a8aa78f73/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/dnrRealEstate/FeatureServer/1###https://gis-michigan.opendata.arcgis.com/datasets/0346baa355f640138f4580a5aacb7d20_1","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","fa263763-ebf0-484f-8235-39b11171e0a2","101878","Spruce Budworm: Michigan, 2010","Spruce Budworm 2010 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","03eb45ec40e5417d963703f840ed7d44_32","dataset","2017-04-07T12:35:20","","","2010","2010","Forests###Trees###Michigan, United States","-90.1146###-82.7058###42.3674###47.3987","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/03eb45ec40e5417d963703f840ed7d44_32.zip###https://opengeometadata.github.io/big-ten/fa/26/37/63ebf0484f823539b11171e0a2/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/32###https://gis-michigan.opendata.arcgis.com/datasets/03eb45ec40e5417d963703f840ed7d44_32","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","f9bde604-733a-41a3-89ac-1b956b13e93d","101879","Michigan DNR Designated Motorcycle Trails: Michigan, 2015","Designated Motorcycle Trails are the trails specifically designated for Motorcycle Use, which includes ATV Trails and ORV Routes. The trails are located on State, Federal, County, Local, and Private Lands.","6b6d94cd8b1a4465acfa732c20f1cfe2_6","dataset","2017-04-07T12:34:25","","","2015","2015","Michigan, United States###Recreation","-90.5436###-82.0796###41.6457###48.1903","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/6b6d94cd8b1a4465acfa732c20f1cfe2_6.zip###https://opengeometadata.github.io/big-ten/f9/bd/e6/04733a41a389ac1b956b13e93d/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_Trails/FeatureServer/6###https://gis-michigan.opendata.arcgis.com/datasets/6b6d94cd8b1a4465acfa732c20f1cfe2_6","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","fb9d0c43-d7a5-4283-a0fe-d3eaaed9bb07","101876","Aerial Forest Survey Disease/Pest: Michigan, 2013","This data was taken from an aerial survey of forests","8764af9ad8054c14b1fff3dd1fe1c39e_41","dataset","2017-04-07T12:34:33","","","2013","2013","Forests###Trees###Michigan, United States","-90.259###-82.9865###41.8739###48.1649","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_41.zip###https://opengeometadata.github.io/big-ten/fb/9d/0c/43d7a54283a0fed3eaaed9bb07/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/41","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","fcb800b2-a910-4365-bde4-f2df63c0d70d","101875","Michigan DNR Acquisition Funding Source: Michigan, 2015","DNR Parcel Funding Source data are linked to the LOTS database by PAR_ID. Updates to the LOTS tables are completed nightly.","71c716c0b0cd4969a7bf6d2ec9555c0e_0","dataset","2017-04-07T12:35:06","","","2015","2015","Michigan, United States","-90.396###-82.1999###41.6896###47.4958","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/71c716c0b0cd4969a7bf6d2ec9555c0e_0.zip###https://opengeometadata.github.io/big-ten/fc/b8/00/b2a9104365bde4f2df63c0d70d/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/dnrRealEstate/FeatureServer/0###https://gis-michigan.opendata.arcgis.com/datasets/71c716c0b0cd4969a7bf6d2ec9555c0e_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","1b3d8517-ba7c-4e02-8cf5-9393c46996cd","102087","Parks and Landmarks, Detroit: Michigan, 2014","Municipal Parks and Landmark features for the City of Detroit. Includes golf courses, City Airport and civic plazas. Does not include all school parks, unless they are maintained by Detroit Parks and Rec. This layer was developed by Data Driven Detroit by adding to a GIS file that was provided by the City in 2010. Some parks in the file may have been \"abandoned\" and are not maintained any longer.","","dataset","2017-06-02T16:11:55","2014-02-09T23:19:38","2015-04-29T15:15:52","2014","2014","Michigan, United States###Parks","-83.28560285720833###-82.91459333666745###42.26339157693268###42.450988341076155","public","https://gis.michigan.opendata.arcgis.com/datasets/4f9dd1ac6dd0408fb8da07da63e7b90a_0.zip###https://services2.arcgis.com/HsXtOCMp1Nis1Ogr/arcgis/rest/services/Parks_Landmarks/FeatureServer/0###https://gis.michigan.opendata.arcgis.com/datasets/4f9dd1ac6dd0408fb8da07da63e7b90a_0","ESRI Shapefile","","","",
"iso19139","0cd0f3f4-44fb-4871-b35c-2fab404eac47","102103","Aerial Forest Survey Severity: Michigan, 2007","This data was taken from an aerial survey of forests","","dataset","2017-06-02T16:14:27","2016-07-05T17:02:48","2016-07-10T18:54:51","2007","2007","Forests###Trees###Michigan, United States","-90.1571###-83.2295###42.3503###48.1063","public","https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_21.zip###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/21###https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_21","ESRI Shapefile","","","",
"iso19139","25072574-92b9-4caa-b139-e03b20b30dec","102078","Automotive Facilities: Michigan","This file locates the major facilities for the Detroit Three automakers in Southeast Michigan.","e71268f136dc4538abb4cffb2594277c_0","dataset","2017-06-02T17:44:28","2015-09-26","2017-01-10","2015","2017","Automobiles###Manufacturing###Michigan, United States","-84.039215###-82.471821###41.966679###42.920649###-84.037706###-82.471821###41.979916###42.905457","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/e71268f136dc4538abb4cffb2594277c_0.zip###https://gis-michigan.opendata.arcgis.com/datasets/e71268f136dc4538abb4cffb2594277c_0###https://opengeometadata.github.io/big-ten/25/07/25/7492b94caab139e03b20b30dec/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","The following data is provided by SEMCOG for informational use only. Every reasonable effort has been made to assure the accuracy of this data however portions of the information may be incorrect. When using this data please Source: SEMCOG.",
"iso19139","fac8889a-01d0-4ba0-961c-fc927a192e0b","101877","Michigan DNR Designated ORV Routes: Michigan, 2015","Designated ORV Routes (Off-Road Vehicles) are the trails specifically designated for ORV, ATV, or Motorcycle Use. The trails are located on State, Federal, County, Local, and Private Lands.","4b41037f62bd44b5bd9fb3932ad13ae9_8","dataset","2017-06-02T18:37:31","","","2015","2015","Michigan, United States###Recreation","-90.5436###-82.0796###41.6457###48.1903","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/4b41037f62bd44b5bd9fb3932ad13ae9_8.zip###https://opengeometadata.github.io/big-ten/fa/c8/88/9a01d04ba0961cfc927a192e0b/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_Trails/FeatureServer/8###https://gis-michigan.opendata.arcgis.com/datasets/4b41037f62bd44b5bd9fb3932ad13ae9_8","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","7ae8ee1e-ad65-4b9d-8a02-1138e8437aa8","101998","Congressional Districts: Michigan, 2015","Congressional Districts from the Michigan Geographic Framework (MGF) base map.;2011 Apportionment Plan as enacted by PA 128 of 2011.;More Metadata","c282f3a2f1b84a54ae6dc44bc7568247_15","dataset","2017-04-07T12:35:18","","","2015","2015","Michigan, United States###Election Districts","-90.4183###-82.4135###41.6961###48.2627","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/c282f3a2f1b84a54ae6dc44bc7568247_15.zip###https://opengeometadata.github.io/big-ten/7a/e8/ee/1ead654b9d8a021138e8437aa8/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/michigan_geographic_framework/MapServer/15###https://gis-michigan.opendata.arcgis.com/datasets/c282f3a2f1b84a54ae6dc44bc7568247_15","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","7b342a98-6450-438a-8ca0-4dacd99ca49b","101997","Commercial Forest Hunting Lands (Private Forest Land): Michigan, 2015","Commercial Forests Open to Hunting includes lands managed by private citizens in agreement with the Michigan Department of Natural Resources that are open to public hunting. Please double check with the appropriate agency for specific rules, regulations, and restrictions.","b1e8b023f10a44fc82f34fc23b7332b9_3","dataset","2017-04-07T12:34:23","2017-02-17","2017-03-15","2015","2015","Michigan, United States###Hunting","-90.4585###-83.1857###41.7212###47.491","public","https://gis-michigan.opendata.arcgis.com/###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrHuntableLands/MapServer/3###https://gis-michigan.opendata.arcgis.com/datasets/b1e8b023f10a44fc82f34fc23b7332b9_3.zip###https://gis-michigan.opendata.arcgis.com/datasets/b1e8b023f10a44fc82f34fc23b7332b9_3###https://opengeometadata.github.io/big-ten/7b/34/2a/986450438a8ca04dacd99ca49b/iso19139","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","7c4d2789-70fd-4be3-8aaa-59a987955d5a","101996","MDOT Regions: Michigan, 2015","The MDOT Region layer represents MDOTs seven regions that each handle transportation-related construction, maintenance and programs within each regions geographic boundaries. Region offices are managed by professional engineers who are trained to direct and oversee the transportation activities and programs of their respective regions. Please see theMDOT Metadata Formfor additional information.Update Cycle: MDOT Regions are static boundaries.;Coverage: This inventory is complete in its coverage.;Contact: Kevin McKnight,mcknightk@michigan.gov","b9afc53f7fab4a2cb6a51f8a4c62bc5b_29","dataset","2017-04-07T12:35:08","","","2015","2015","Michigan, United States","-90.5567###-82.0704###41.6321###48.2841","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/b9afc53f7fab4a2cb6a51f8a4c62bc5b_29.zip###https://opengeometadata.github.io/big-ten/7c/4d/27/8970fd4be38aaa59a987955d5a/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/29###https://gis-michigan.opendata.arcgis.com/datasets/b9afc53f7fab4a2cb6a51f8a4c62bc5b_29","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","7ddeb65c-23f2-4bec-ac87-6efba984fe00","101995","Presettlement Vegetation Cover: Michigan, Circa 1800","The Circa 1800 Presettlement Vegetation Cover was digitized from the original General Land Office surveyor notes.","73be4465aaf6476f981b3a6cf72465be_4","dataset","2017-04-07T12:35:23","","","1800","1800","Forests###Trees###Michigan, United States","-90.5551###-82.0662###41.6321###48.2616","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/73be4465aaf6476f981b3a6cf72465be_4.zip###https://opengeometadata.github.io/big-ten/7d/de/b6/5c23f24becac876efba984fe00/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/4","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","7fc443fe-6416-408a-a943-9dc3c7fd846a","101991","Mi-HUNT Landcover Types: Michigan","The cover types in this data set represent those shown in the Mi-Hunt application. This data is updated yearly by the Michigan DNR. The information is sourced from the DNR Forest Inventory System and the USFS land cover information.","ca87ca3cb76b473f9f768a59ad576cfc_0","dataset","2017-05-12T10:41:28","2016-09-28","2017-03-15","2016","2017","Hunting###Landcover###Michigan, United States","-90.238908###-82.513385###41.81855###47.460328","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ca87ca3cb76b473f9f768a59ad576cfc_0.zip###https://gis-michigan.opendata.arcgis.com/datasets/ca87ca3cb76b473f9f768a59ad576cfc_0###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/MiHuntCovertype/FeatureServer/0###https://opengeometadata.github.io/big-ten/7f/c4/43/fe6416408aa9439dc3c7fd846a/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","7f97a854-3d74-424d-8d2c-8e32354ac866","101992","Michigan DNR Managed Roads: Michigan, 2015","State Forest Roads are from the Michigan Geographic Framework dataset version 9 with state forest roads added through the Department of Natural Resources' (DNR) forest inventory process. This dataset is not complete at this time, but will have new roads added as the DNR continues its forest inventory process.","853b1d5481a848b99c934cd4fa8deae0_3","dataset","2017-04-07T12:35:20","","","2015","2015","Michigan, United States","-89.4067###-82.6069###41.7911###47.4818","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/853b1d5481a848b99c934cd4fa8deae0_3.zip###https://opengeometadata.github.io/big-ten/7f/97/a8/543d74424d8d2c8e32354ac866/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrBaseFeatures/MapServer/3###https://gis-michigan.opendata.arcgis.com/datasets/853b1d5481a848b99c934cd4fa8deae0_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","7f77304b-f0ed-43f1-bc94-1d3ec45f471f","101993","Forest Pest Aerial Survey Severity: Michigan, 2001","This data set was taken from an aerial survey of forests","8764af9ad8054c14b1fff3dd1fe1c39e_3","dataset","2017-04-07T12:35:26","","","2001","2001","Forests###Trees###Michigan, United States","-90.5379###-83.1516###42.2861###48.1735","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_3.zip###https://opengeometadata.github.io/big-ten/7f/77/30/4bf0ed43f1bc941d3ec45f471f/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","7f23ec56-ebfa-4fef-97ac-3552e8ac5bc8","101994","Prescribed Burn Point Locations: Michigan, 2016","The DNR Prescribed Burn Point Locations are from the Prescribed Burn database managed by DTMB-CSSTP. These represent prescribed burns greater than 10 acres.","b30f092aadb14517bdab590824d10490_0","dataset","2017-05-12T10:41:24","2015-05-13","2017-03-02","2015","2017","Burning###Michigan, United States","-88.602664###-82.5936###41.875008###46.677945","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/b30f092aadb14517bdab590824d10490_0.zip###https://gis-michigan.opendata.arcgis.com/datasets/b30f092aadb14517bdab590824d10490_0###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/pub_MiMorels/FeatureServer/0###https://opengeometadata.github.io/big-ten/7f/23/ec/56ebfa4fef97ac3552e8ac5bc8/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","81df507d-876d-4abe-9903-a51091947bde","101988","Aerial Forest Survey Disease/Pest: Michigan, 2010","This data was taken from an aerial survey of forests","8764af9ad8054c14b1fff3dd1fe1c39e_32","dataset","2017-04-07T12:34:34","","","2010","2010","Forests###Trees###Michigan, United States","-90.1146###-82.7058###42.3674###47.3987","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_32.zip###https://opengeometadata.github.io/big-ten/81/df/50/7d876d4abe9903a51091947bde/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/32","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","8082393a-790a-4571-9605-8c1cc83c6023","101990","House Districts: Michigan, 2015","House Districts from the Michigan Geographic Framework (MGF) base map.;2011 Apportionment Plan as enacted by PA 129 of 2011.","078bf618c3e047ab9358c48f8c735eaa_17","dataset","2017-04-07T12:35:04","","","2015","2015","Michigan, United States###Election Districts","-90.4183###-82.4135###41.6961###48.2627","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/078bf618c3e047ab9358c48f8c735eaa_17.zip###https://opengeometadata.github.io/big-ten/80/82/39/3a790a457196058c1cc83c6023/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/michigan_geographic_framework/MapServer/17###https://gis-michigan.opendata.arcgis.com/datasets/078bf618c3e047ab9358c48f8c735eaa_17","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","81a4db74-b81b-4f3f-bad9-6fd44b0be982","101989","Michigan DNR Ownership: Michigan, 2015","DNR Ownership data are 40 acre polygons (quarter-quarter grid file) with the GEO_ID field linked to the LOTS database. Updates to the LOTS tables are completed nightly.","ca163bb9d47c4fc5ae3781aa043c16e8_2","dataset","2017-04-07T12:34:37","","","2015","2015","Michigan, United States","-90.4782###-82.162###41.6454###47.4983","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ca163bb9d47c4fc5ae3781aa043c16e8_2.zip###https://opengeometadata.github.io/big-ten/81/a4/db/74b81b4f3fbad96fd44b0be982/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/dnrRealEstate/FeatureServer/2###https://gis-michigan.opendata.arcgis.com/datasets/ca163bb9d47c4fc5ae3781aa043c16e8_2","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","84fab18b-673b-4149-80c4-f10ef48dbbed","101984","Michigan DNR Unitized Areas: Michigan, 2015","DNR lands within active unitization agreements. Unitized areas are shown at the quarter-quarter PLSS level. Information for each unitized area is tied to PLSS locations using a GEO_ID (township, range, section, and quarter-quarter section) field.","2fa15571eb4643cb84273f375e2180f9_2","dataset","2017-04-07T12:34:25","","","2015","2015","Michigan, United States","-86.3994###-82.5827###42.4049###45.4057","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2fa15571eb4643cb84273f375e2180f9_2.zip###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/dnrMinerals/FeatureServer/2###https://opengeometadata.github.io/big-ten/84/fa/b1/8b673b414980c4f10ef48dbbed/iso19139###https://gis-michigan.opendata.arcgis.com/datasets/2fa15571eb4643cb84273f375e2180f9_2","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","83a6aa2c-dab5-4749-b916-2f785ff2db76","101986","Spruce Budworm: Michigan, 2012","Spruce Budworm 2012 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","6e2557fee97f44a5802b0cc70a9f1e6f_34","dataset","2017-04-07T12:35:24","","","2012","2012","Forests###Trees###Michigan, United States","-89.1524###-83.124###42.3454###48.1604","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/6e2557fee97f44a5802b0cc70a9f1e6f_34.zip###https://opengeometadata.github.io/big-ten/83/a6/aa/2cdab54749b9162f785ff2db76/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/34###https://gis-michigan.opendata.arcgis.com/datasets/6e2557fee97f44a5802b0cc70a9f1e6f_34","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","829efe4e-9203-43f1-8069-62b5715b28d5","101987","Traffic Volumes: Michigan, 2013","The Annual Average Daily Traffic (AADT) is the estimated mean daily traffic volume and theCommercial Annual Average Daily Traffic (CAADT) is the estimated mean daily traffic volume for commercialvehicles.Data DictionaryData Quality:For continuous sites, estimates are calculated by summing the Annual Average Days of the Week and dividing by seven. For short-count sites, estimates are made by factoring a short count using seasonal and day-of-week adjustment factors.Data Coverage:The dataset covers the entire State of Michigan (state-owned) Trunkline system.Update Cycle:AADT & CAADT volumes are created and released every year.Contact:Kevin Krzeminski","2bcfd62c243e462ea4ff040f8581fe5f_7","dataset","2017-04-07T12:35:05","","","2013","2013","Michigan, United States","-88.4579###-82.2626###41.7008###47.2141","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_7.zip###https://opengeometadata.github.io/big-ten/82/9e/fe/4e920343f1806962b5715b28d5/iso19139###https://services2.arcgis.com/67lKNkQ2TO1I3lhR/arcgis/rest/services/mdot_traffic_volumes_archive/FeatureServer/7###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_7","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","84cc3a43-92c9-491b-a731-adea8bce4cbc","101985","Michigan DNR Wildlife Management Units: Michigan, 2015","This dataset covers Michigan DNR Wildlife Management Units.","b0c0353c7b8949cba7ff3f6a073ed2d0_0","dataset","2017-04-07T12:34:33","","","2015","2015","Michigan, United States","-90.5508###-82.0755###41.6321###48.2157","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/b0c0353c7b8949cba7ff3f6a073ed2d0_0.zip###https://opengeometadata.github.io/big-ten/84/cc/3a/4392c9491ba731adea8bce4cbc/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrWildlife/MapServer/0###https://gis-michigan.opendata.arcgis.com/datasets/b0c0353c7b8949cba7ff3f6a073ed2d0_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","8d17ce7a-c734-464d-9315-f158aa89173c","101981","Michigan DNR Deer Check Stations: Michigan, 2015","This dataset covers Michigan DNR Deer Check Stations.","72903d7d26a44161902960afd64b224c_7","dataset","2017-04-07T12:35:05","","","2015","2015","Michigan, United States###Hunting","-89.946###-82.5332###41.8565###46.8132","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/72903d7d26a44161902960afd64b224c_7.zip###https://opengeometadata.github.io/big-ten/8d/17/ce/7ac734464d9315f158aa89173c/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrParksAndRecreation/MapServer/7###https://gis-michigan.opendata.arcgis.com/datasets/72903d7d26a44161902960afd64b224c_7","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","86e5122b-5db6-483f-a358-5e95257bed14","101983","Master Plan Neighborhoods, Detroit: Michigan, 2014","This dataset covers Detroit Master Plan neighborhoods.","a25b7114d233496eaece59a23e31f4b2_0","dataset","2017-04-07T12:35:02","","","2014","2014","Michigan, United States###Land Use","-83.29112095190816###-82.90989664455309###42.2520141938221###42.45419461874886","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a25b7114d233496eaece59a23e31f4b2_0.zip###https://opengeometadata.github.io/big-ten/86/e5/12/2b5db6483fa3585e95257bed14/iso19139###https://services2.arcgis.com/HsXtOCMp1Nis1Ogr/arcgis/rest/services/Detroit_Master_Plan_Neighborhoods/FeatureServer/0###https://gis-michigan.opendata.arcgis.com/datasets/a25b7114d233496eaece59a23e31f4b2_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","87de6ded-0f64-46c5-9fcf-c636698f0ce9","101982","Michigan DNR Designated Water Trails: Michigan, 2015","Designated Water Trails are the trails specifically designated for water activities (canoes, kayaks, etc.). The trails are located on State, Federal, County, Local, and Private Lands.","49ce3a37a932420c92698015972953b4_0","dataset","2017-04-07T12:35:11","","","2015","2015","Michigan, United States","-90.5436###-82.0796###41.6457###48.1903","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/49ce3a37a932420c92698015972953b4_0.zip###https://opengeometadata.github.io/big-ten/87/de/6d/ed0f6446c59fcfc636698f0ce9/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_Trails/FeatureServer/0###https://gis-michigan.opendata.arcgis.com/datasets/49ce3a37a932420c92698015972953b4_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
