identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
066cda75c1754a088e821baa1cf8ac18_2,04c-01,Building Permits in 2020,,"The dataset is continuously updated and contains locations and attributes of building construction and alteration permits applied for and approved by the District of Columbia Department of Consumer and Regulatory Affairs. The building permit process is described on the DCRA website https://dcra.dc.gov/These data are shared via an automated process where addresses are batch matched (geocoded) to the District's Master Address Repository. Users may find that some data points will contain 0,0 for X,Y coordinates resulting in inconsistent spatial locations. Addresses for these data points could not be automatically geocoded and will need to be manually geocoded to 'best fit' locations in DC. Use the MAR Geocoder to help complete this.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-30T19:31:37.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1138,38.8137,-76.771,41.2486",Maryland,"Washington, District of Columbia",D.C. Office of the Chief Technology Officer,http://opendata.dc.gov/datasets/066cda75c1754a088e821baa1cf8ac18_2,"http://opendata.dc.gov/datasets/066cda75c1754a088e821baa1cf8ac18_2.zip?outSR={""latestWkid"":26985,""wkid"":26985}",https://maps2.dcgis.dc.gov/dcgis/rest/services/FEEDS/DCRA/MapServer/2,,MapServer,2019live|bbl|Building Permits|cdw|DC GIS|dcra|District of Columbia|economic|Feeds|jan2020|Washington DC
49589ea18d8d4d0582ac457bc1a6b1b6_1,04c-01,Wetland Creation,,"This feature class is a GIS point layer containing potential wetland creation/mitigation sites assessed by Wetland Studies and Solutions, Inc. (WSSI).",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-24T22:02:56.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.0513,38.8124,-76.9139,38.9857",Maryland,"Washington, District of Columbia","City of Washington, DC",http://opendata.dc.gov/datasets/49589ea18d8d4d0582ac457bc1a6b1b6_1,"http://opendata.dc.gov/datasets/49589ea18d8d4d0582ac457bc1a6b1b6_1.zip?outSR={""latestWkid"":26985,""wkid"":26985}",https://maps2.dcgis.dc.gov/dcgis/rest/services/DDOE/WetlandRegistry/MapServer/1,,MapServer,Creation Points|DC|DC GIS|DCGIS|doee|Open Data|Potential Mitigation|Washington DC|environment|wetland|wssi|mitigation|feb2020|restoration
65a03f993fdc4443af6fe94bd8ba9143_0,04c-01,ACS 2018 Poverty Status Variables Tract,,"Data source is the Esri Demographics team. This layer contains the most current release of data from the American Community Survey (ACS) about poverty status by age group. These are 5-year estimates shown by tract boundaries. Poverty status is based on income in past 12 months of survey. Source data downloaded from https://www.census.gov/data/developers/data-sets.html. Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see Accuracy of the Data).  The effect of nonsampling error is not represented in these tables. For processing notes visit Esri Demographics team layers.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-07T15:26:44.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1198,38.8031,-76.9094,38.9959",Maryland,"Washington, District of Columbia",Census Bureau,http://opendata.dc.gov/datasets/65a03f993fdc4443af6fe94bd8ba9143_0,"http://opendata.dc.gov/datasets/65a03f993fdc4443af6fe94bd8ba9143_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/neT9SoYxizqTHZPH/arcgis/rest/services/ACS_2018_Poverty_Status_Variables_Tract/FeatureServer/0,,FeatureServer,ACS|Census|demographics|people|tracts|Poverty|Demographics|Policy|American Community Survey|Census Bureau|esri demographics|Washington D.C.|District of Columbia|DC|DC GIS|jan2020
ac617c291bbd466bbbea6272f87811d3_8,04c-01,Construction Permits in 2020,,"The dataset contains locations and attributes of above ground permits applied for and approved by the District Department of Transportation. They are existing occupied constructions and events. Examples include: moving trucks, roll off debris container, moving storage container, construction staging area, mobile crane work zone, other reserved parking. The public space permit process is described on the DDOT website http://ddot.dc.gov.These data are shared via an automated process where addresses are batch matched (geocoded) to the District's Master Address Repository. Users may find that some data points will contain 0,0 for X,Y coordinates resulting in inconsistent spatial locations. Addresses for these data points could not be automatically geocoded and will need to be manually geocoded to 'best fit' locations in DC. Use the MAR Geocoder to help complete this.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-30T20:09:51.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1122,38.8204,-76.9152,38.9944",Maryland,"Washington, District of Columbia",D.C. Office of the Chief Technology Officer,http://opendata.dc.gov/datasets/ac617c291bbd466bbbea6272f87811d3_8,"http://opendata.dc.gov/datasets/ac617c291bbd466bbbea6272f87811d3_8.zip?outSR={""latestWkid"":26985,""wkid"":26985}",https://maps2.dcgis.dc.gov/dcgis/rest/services/FEEDS/DDOT/MapServer/8,,MapServer,2018live|cdw|DC GIS|ddot|District of Columbia|Feeds|jan2020|permit|public space|public space permit|Washington DC
30c8af1dc4994ceab72c2df577dc7b7e_44,04c-01,Dockless Equity Emphasis Areas,,"Equity Emphasis Areas for the 2020 dockless bike and scooter permits. This map adapted the COG methodology for use in the District by weighting it to District rather than regional demographics, removed a quarter mile buffer around metro stops given that this requirement is for morning staging, and removed federal and institutional property where DDOT cannot permit vehicles to be staged. Further information on the COG methodology can be found here: https://www.mwcog.org/transportation/planning-areas/fairness-and-accessibility/environmental-justice/equity-emphasis-areas/. ",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-28T17:21:36.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.0857,38.8075,-76.9093,38.9845",Maryland,"Washington, District of Columbia","City of Washington, DC",http://opendata.dc.gov/datasets/30c8af1dc4994ceab72c2df577dc7b7e_44,"http://opendata.dc.gov/datasets/30c8af1dc4994ceab72c2df577dc7b7e_44.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Administrative_Other_Boundaries_WebMercator/MapServer/44,,MapServer,areas|dc|dockless|emphasis|equity
47f5fa467efb484dbc58e5c891803fe9_0,04c-01,ACS 2017 Poverty Status Variables Tract,,"Data source is the Esri Demographics team. This layer contains the most current release of data from the American Community Survey (ACS) about poverty status by age group. These are 5-year estimates shown by tract boundaries. Poverty status is based on income in past 12 months of survey. Source data downloaded from https://www.census.gov/data/developers/data-sets.html. Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see Accuracy of the Data).  The effect of nonsampling error is not represented in these tables. For processing notes visit Esri Demographics team layers.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-07T15:30:45.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1198,38.8031,-76.9094,38.9959",Maryland,"Washington, District of Columbia","City of Washington, DC",http://opendata.dc.gov/datasets/47f5fa467efb484dbc58e5c891803fe9_0,"http://opendata.dc.gov/datasets/47f5fa467efb484dbc58e5c891803fe9_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/neT9SoYxizqTHZPH/arcgis/rest/services/ACS_2017_Poverty_Status_Variables_Tract/FeatureServer/0,,FeatureServer,ACS|Census|demographics|people|tracts|Poverty|Demographics|Policy|American Community Survey|Census Bureau|esri demographics|Washington D.C.|District of Columbia|DC|DC GIS|jan2020
df7f6c726b6e4a7fbb4452a0fa9fe32e_40,04c-01,Small Business Robust Retail Grant,,"The Robust Retail grant, administered by the Department of Small and Local Business Development, is intended to provide direct assistance to small and local storefront businesses. These funds have been leveraged for a wide range of purposes to include fa?ade improvement, expansion, and purchasing inventory and have resulted in increase of sales, customer acquisition and job creation.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-30T20:29:28.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.0829,38.8434,-76.9255,38.9655",Maryland,"Washington, District of Columbia",DSLBD,http://opendata.dc.gov/datasets/df7f6c726b6e4a7fbb4452a0fa9fe32e_40,"http://opendata.dc.gov/datasets/df7f6c726b6e4a7fbb4452a0fa9fe32e_40.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Business_and_Economic_Development_WebMercator/MapServer/40,,MapServer,D.C.|DC|DC GIS|District of Columbia|grants|jan2020|retail|small business|Washington
ce0a8ec348e44bc6a8e4f63a80dabab2,04c-01,"Washington, DC Boundary Stone Markers",,"The DC Surveyors Office and OCTO GIS collaborated with a local surveying and engineering firm to locate and survey all of the boundary stones set in 1791 and 1792 that define the Maryland and (then Virginia) border with the new Federal District. These 38 stones were mapped via Static, FastStatic or Kinematic GPS Surveying.? The boundary stones are in or near the original locations selected by Andrew Ellicott and Benjamin Banneker, including all 14 in the land that was returned to Virginia in July 1846.? The stones are set at one mile intervals along the perimeter.? The south corner stone at Jones Point was set first by Benjamin Banneker.? They started at the south stone, then clockwise around the District boundary.? A 39th (SE4) is in storage and the 40th (NE1) is marked by a plaque.? In 1915 the Washington DC Chapter of the Daughters of the American Revolution voluntarily assumed the responsibility of protecting stones by erecting an iron cage around each one.? Original stones are12?x12?in size and are uniquely marked with the sidefacing District of Columbia displaying the inscription ?Jurisdiction of the United States? and a mile number. The opposite side said either ?Virginia? or ?Maryland?. The third and fourth sides displayed the year in which the stone was placed and the magnetic compass variance at that place.? The South stone currently located in opening in the seawall of the lighthouse at Jones Point Park on the Potomac River. Currently wrapped in burlap and buried / encapsulated in sand during construction of sire improvements associated with the completion of the Woodrow Wilson Bridge.? Several stones have been moved or replaced.Suggested websites for more detailed historical information:OCTO News ReleaseDistrict?Boundary Stones site?also contains supporting reference info for further historical research.",Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2018-07-30T22:23:55.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1645,38.7851,-76.8857,39.0341",Maryland,"Washington, District of Columbia","City of Washington, DC",http://opendata.dc.gov/datasets/ce0a8ec348e44bc6a8e4f63a80dabab2,,https://dcgis.maps.arcgis.com/apps/webappviewer/index.html?id=ce0a8ec348e44bc6a8e4f63a80dabab2,,,DC GIS|OCTO|Washington DC|District of Columbia|OCTO Geospatial|DC|DC.GOV|Office Of the Surveyor (OS)|Boundary|Stone Markers|Andrew Ellicott|Benjamin Banneker
a1f2142a687b425ab49f5ec016f99e24_11,04c-01,Moving Violations Issued in December 2019,,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT?s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",Flagged,,ArcGIS Hub Dataset|Esri Rest API|GeoJSON|CSV,,,2020-01-24T20:18:08.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1196,38.7915,-76.909,38.9959",Maryland,"Washington, District of Columbia","Office of Information and Technology Innovation, District Department of Transportation, GIS Data Manager",http://opendata.dc.gov/datasets/a1f2142a687b425ab49f5ec016f99e24_11,,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Violations_Moving_2019/MapServer/11,,MapServer,D.C.|DC|dc|DDOT|District|District of Columbia|dmv|DPW|enforcement|enforcement|moving|moving violations|MPD|odtest|police|ppsa|transportation|violations|Vision Zero|vision zero|VZ|Washington|washington dc|feb2020
82b33f4833284e07997da71d1ca7b1ba_11,04c-01,311 City Service Requests in 2020,,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at http://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-12-30T20:22:39.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1196,38.8038,-76.909,38.9959",Maryland,"Washington, District of Columbia",D.C. Office of the Chief Technology Officer,http://opendata.dc.gov/datasets/82b33f4833284e07997da71d1ca7b1ba_11,"http://opendata.dc.gov/datasets/82b33f4833284e07997da71d1ca7b1ba_11.zip?outSR={""latestWkid"":26985,""wkid"":26985}",https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ServiceRequests/MapServer/11,,MapServer,2018live|2019live|311|call center|dc|dc gis|jan2018|jan2019|jan2020|jna2020|ouc|public service|resident|service requests|washington dc
6485d976e3824bf0b34330002930911e_142,04c-01,DMV Business Information,,"This dataset contains DMV business customer information. Typically DMV business customers are entities that can carry out customer transactions, on behalf of the DMV, to obtain various approved services such as tags and titling of vehicles. These entities could be dealerships, registered vehicle owners, title holders, government agencies and so forth.",Flagged,,ArcGIS Hub Dataset|Esri Rest API|GeoJSON|CSV,,,2019-09-09T18:38:11.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-180,-69.9944,180,89",Maryland,"Washington, District of Columbia",D.C. Office of the Chief Technology Officer,http://opendata.dc.gov/datasets/6485d976e3824bf0b34330002930911e_142,,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/142,,MapServer,business|car|commercial license|dc|dc gis|district of columbia|dmv|driver license|information|motor vehicle|motorcycle|Open Data|public safety|sep2019|transportation|truck|vehicle|washington dc
29b6338219b64002aaa4d74dd9bcf9d6_152,04c-01,Roadway Weather Information Systems Sensors,,"This dataset shows weather data from DDOT Roadway Weather Information Systems (RWIS) road sensors within the district. RWIS are technology tolls that monitor weather and roadway condition information to assist with transportation system management. Many states utilize RWIS for assisting with roadway maintenance decisions, particularly in cold weather climates, and providing weather information to travelers. Currently DDOT has sites in various locations throughout the District with more to be added in the near future. RWIS stations assist DDOT by measuring the air temperature, wind speed, visibility, precipitation, frost depth and other climatic data.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-24T20:53:40.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1141,38.8794,-76.9548,38.9338",Maryland,"Washington, District of Columbia",District Department of Transportation,http://opendata.dc.gov/datasets/29b6338219b64002aaa4d74dd9bcf9d6_152,"http://opendata.dc.gov/datasets/29b6338219b64002aaa4d74dd9bcf9d6_152.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/152,,MapServer,DC|DC GIS|ddot|District of Columbia|DPW|Road Sensors|RWIS|Transportation|Weather|temperature|snow|feb2020|wind speed|visibility|frost|climate
4db3f4566bf84668a010b71f52afe9db_150,04c-01,DMV Vehicle Inspections 2014 to 2020,,"To get your vehicle inspected, you must drive it to the DC DMV Inspection Station and get in line with with the other cars. The vehicle inspection fee is not paid at the inspection station; instead, it is paid at the time of vehicle registration. Vehicles are inspected in the order they arrive during normal hours of operation. Or, you may make an appointment to have your vehicle inspected. Passenger vehicle inspection appointments are only available for vehicles from 1996 and newer. If your vehicle is a passenger vehicle, and 1996 and newer, click on the link below to schedule an appointment. ",Flagged,,ArcGIS Hub Dataset|Esri Rest API|GeoJSON|CSV,,,2019-12-30T19:15:51.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-180,-69.9944,180,89",Maryland,"Washington, District of Columbia",D.C. Office of the Chief Technology Officer,http://opendata.dc.gov/datasets/4db3f4566bf84668a010b71f52afe9db_150,,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/150,,MapServer,DC GIS|District of Columbia|dmv|inspections|jan2020|Open Data|public safety|transportation|Washington DC
362c406185284a17b25918fa956cfdcb_0,04c-01,ACS 2018 Housing Costs Variables Tract,,"Data source is the Esri Demographics team. This layer shows housing costs as a percentage of household income. This is shown by tract boundaries released by American Community Survey (ACS) 5-year data, and contains estimates and margins of error. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. Income is based on earnings in past 12 months of survey. Source data downloaded from https://www.census.gov/data/developers/data-sets.html. Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see Accuracy of the Data). The effect of nonsampling error is not represented in these tables. For processing notes visit Esri Demographics team layers.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-07T15:23:48.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1198,38.8031,-76.9094,38.9959",Maryland,"Washington, District of Columbia",Census Bureau,http://opendata.dc.gov/datasets/362c406185284a17b25918fa956cfdcb_0,"http://opendata.dc.gov/datasets/362c406185284a17b25918fa956cfdcb_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/neT9SoYxizqTHZPH/arcgis/rest/services/ACS_2018_Housing_Costs_Variables_Tract/FeatureServer/0,,FeatureServer,ACS|Census|demographics|people|tracts|housing|Policy|American Community Survey|Census Bureau|esri demographics|esri|Washington D.C.|District of Columbia|DC|DC GIS|housing|esri demographics|jan2020
f3bd234ad3ca47bbb209394b40637d3f_24,04c-01,District Boards Commissions and Councils,,"The District of Columbia Mayor has structurally aligned boards and commissions with programmatic and operational clusters in District government. Most boards and commissions are governed by an organizational functions of an executive agency and have an administrator as a primary liaison.District boards and commissions vary in size and complexity, yet all are designed to help shape and influence critical decisions and services for District residents. As a result, Board members must have experience, dedication and commitment to service. The Mayor makes appointments to over 180 different public bodies, including boards and commissions, independent agencies, advisory groups, task forces and organizations.DC boards and commissions provide guidance to District Government functions and/or engage subject matter experts and community leaders. Boards fall into the following categoriesAdvisory boards ? commissioners provide personal and professional subject matter expertise and make recommendations to the Mayor and District Agencies in specific topics.Licensing and regulatory boards ? commissioners with professional and personal expertise in subject matter help develop standards for licensed professions. These boards may also establish regulatory standards for professions and District Agencies.Policymaking boards ? commissioners with District Agencies to shape policy.Managing boards ? Independent agencies with Board of Directors who provide governance and serve a fiduciary role in leading the organization.",Flagged,,ArcGIS Hub Dataset|Esri Rest API|GeoJSON|CSV,,,2019-12-10T14:45:48.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.0642,38.8204,-76.9478,38.9588",Maryland,"Washington, District of Columbia",D.C. Office of the Chief Technology Officer,http://opendata.dc.gov/datasets/f3bd234ad3ca47bbb209394b40637d3f_24,,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Government_Operations/MapServer/24,,MapServer,Agency|boards|commissions|council|D.C.|dc|DC Government|government operations|jan2020|Washington
14c8a6f091674145b17dd4482ecd595d_149,04c-01,DMV Vehicle Inspections 2003 to 2013,,"To get your vehicle inspected, you must drive it to the DC DMV Inspection Station and get in line with with the other cars. The vehicle inspection fee is not paid at the inspection station; instead, it is paid at the time of vehicle registration. Vehicles are inspected in the order they arrive during normal hours of operation. Or, you may make an appointment to have your vehicle inspected. Passenger vehicle inspection appointments are only available for vehicles from 1996 and newer.",Flagged,,ArcGIS Hub Dataset|Esri Rest API|GeoJSON|CSV,,,2019-12-30T17:34:03.000Z,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-180,-69.9944,180,89",Maryland,"Washington, District of Columbia",D.C. Office of the Chief Technology Officer,http://opendata.dc.gov/datasets/14c8a6f091674145b17dd4482ecd595d_149,,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/149,,MapServer,DC GIS|District of Columbia|dmv|inspections|jan2020|Open Data|public safety|transportation|Washington DC
ae0682a08ea94630abc03701553fdbc8_1,06a-01,MdotRemainingExistingBridge,,"Note: These datasets are intended for mapping purposes only. The official Revised 2020-2024 Five Year Transportation Program Project List can be found here:?https://www.michigan.gov/mdot/0,4616,7-151-9621_14807_14810_59639---,00.htmlTERMS OF USE: The Michigan Department of Transportation (hereinafter referred to as MDOT) is offering this service to enable the download of data. The information contained in this site is provided as a public service to the citizens of Michigan and to the internet community and serves as a business resource for MDOT and State of Michigan employees. The information available from this website is subject to change on a regular basis, without notice. Every effort is made to provide and maintain useful, accurate, complete, and timely information on this site. HOWEVER, SOME DATA MAY BE INCOMPLETE OR OUTDATED. IN PARTICULAR, BUT WITHOUT LIMITING ITS DISCLAIMER, neither MDOT, the State of Michigan nor any agency thereof, nor any of their employees, make any warranty, express or implied, nor assume any legal liability or responsibility for the QUALITY, CONTENT, COMPLETENESS, SUITABILITY, ADEQUACY, SEQUENCE, ACCURACY, TIMELINESS OR USEFULLNESS of the information, data, maps, and apps represented on this site. MDOT strives for continuous availability of the website for which this site and the data it contains is maintained, however, MDOT will not be responsible in the event the system is down at any point. BY ENTERING THIS WEBSITE AND/OR ACCESSING DATA, I AGREE THAT THE INFORMATION ON THIS WEBSITE MAY BE INACCURATE, it is the sole responsibility of the user to determine the usability of the data for their purposes. In no event shall MDOT have any liability whatsoever for payment of any consequential, incidental, indirect, special, or tort damages of any kind arising out of the use of or reliance on the geographic data or metadata. All maps and other material provided herein are protected by copyright.These datasets are public record and, as more fully described below, there are no restrictions on the use, reproduction, or distribution of these datasets.Notwithstanding the foregoing, the public release of these datasets should not be construed, expressed or implied, as to whether any use constitutes a legally permissible purpose. It is the sole responsibility of the user to determine if the data is usable for their purposes.?These datasets are provided ?AS IS? and on an ?AS AVAILABLE? basis. The State of Michigan (?State?) makes no warranties, express or implied, regarding the accuracy, adequacy, reliability, timeliness, or completeness of these datasets. The State also does not make any warranties, express or implied, for the continued quality, accuracy, or currency of these datasets after it has been downloaded, nor the quality or accuracy of any analyses or re-uses of these datasets. THE STATE DISCLAIMS ALL WARRANTIES WITH REGARD TO THESE DATASETS AND ANY INFORMATION PROVIDED TO YOU, INCLUDING THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, AND NONINFRINGEMENT OF PROPRIETARY RIGHTS. THE STATE WILL NOT BE LIABLE, REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, TORT, NEGLIGENCE, STRICT LIABILITY OR BY STATUTE OR OTHERWISE, FOR ANY CLAIM FOR CONSEQUENTIAL, INCIDENTAL, INDIRECT, OR SPECIAL DAMAGES, INCLUDING WITHOUT LIMITATION LOST PROFITS AND LOST BUSINESS OPPORTUNITIES, RELATED TO THE ACCESS OR USE OF THESE DATASETS. IN NO EVENT WILL THE STATE BE LIABLE FOR ANY AMOUNTS THAT MAY RESULT FROM THE ACCESS OR USE OF THESE DATASETS, REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, TORT, NEGLIGENCE, STRICT LIABILITY, OR BY STATUTE OR OTHERWISE.?You forever release the State, its departments, subdivisions, officers, and employees from all claims, rights, actions, demands, damages, liabilities, expenses and fees, which arise out of or relate to your access or use of these datasets. You must defend, indemnify and hold the State, its departments, subdivisions, officers, and employees harmless, without limitation, from and against all actions, claims, losses, liabilities, damages, costs, attorney fees, and expenses (including those required to establish the right to indemnification) arising out of or relating to your access or use of these datasets.The State reserves the right to modify or remove these datasets for any reason, without notice, at any time. Nothing in these terms constitutes or is intended to be a limitation upon, or waiver of, any privileges and immunities that apply to the State. These terms are governed by and interpreted under the laws of the State of Michigan without regard to conflict of laws provisions. These terms do not apply to other materials or content, including maps or logos, that may be located on the site or portal containing these datasets and that may be protected by intellectual property rights such copyright, trademark, or patent. Nothing in these terms should be construed, expressed or implied, as impacting any existing rights or licenses in such materials or content, if any.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-27T18:57:30.000Z,,,Michigan,"-89.396,41.7472,-82.421,46.8484",Michigan State,State of Michigan,Michigan Department of Transportation,http://gis-michigan.opendata.arcgis.com/datasets/ae0682a08ea94630abc03701553fdbc8_1,"http://gis-michigan.opendata.arcgis.com/datasets/ae0682a08ea94630abc03701553fdbc8_1.zip?outSR={""latestWkid"":4326,""wkid"":4326}",https://services2.arcgis.com/67lKNkQ2TO1I3lhR/arcgis/rest/services/MdotRevisedFiveYearProgram/FeatureServer/1,,FeatureServer,MDOT|Five|Year|Program|Transportation|Rebuilding|Michigan
